,label,text,original_length,text_untokenized
4889,0,"['sounds', 'like', 'there', 'could', 'be', 'a', 'lot', 'of', 'time', 'spent', 'in', 'that', 'chastity', 'device', 'boy', 'grins', 'or', 'take', 'your', 'beatings', 'like', 'a', 'good', 'dog', 'going', 'to', 'lounge', 'in', 'a', 'nice', 'long', 'bath', 'now']",171,sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now
4890,0,"['its', 'worse', 'if', 'if', 'uses', 'half', 'way', 'then', 'stops', 'its', 'better', 'for', 'him', 'to', 'complete', 'it']",76,its worse if if uses half way then stops its better for him to complete it
4891,0,"['miserable', 'they', 'don', 't', 'tell', 'u', 'that', 'the', 'side', 'effects', 'of', 'birth', 'control', 'are', 'massive', 'gut', 'wrenching', 'cramps', 'for', 'the', 'first', 'months', 'i', 'didn', 't', 'sleep', 'at', 'all', 'last', 'night']",158,miserable they don t tell u that the side effects of birth control are massive gut wrenching cramps for the first months i didn t sleep at all last night
4892,0,"['send', 'me', 'the', 'new', 'number']",22,send me the new number
4893,0,"['convey', 'my', 'regards', 'to', 'him']",24,convey my regards to him
4894,1,"['want', 'the', 'latest', 'video', 'handset', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'line', 'rental', 'reply', 'or', 'call', 'for', 'delivery', 'tomorrow']",132,want the latest video handset anytime any network mins half price line rental reply or call for delivery tomorrow
4895,0,"['and', 'half', 'years', 'i', 'missed', 'your', 'friendship']",44,and half years i missed your friendship
4896,0,"['i', 'cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'a', 'message']",51,i cant pick the phone right now pls send a message
4897,0,"['oh', 'for', 'fuck', 's', 'sake', 'she', 's', 'in', 'like', 'tallahassee']",44,oh for fuck s sake she s in like tallahassee
4898,0,"['haha', 'that', 'was', 'the', 'first', 'person', 'i', 'was', 'gonna', 'ask']",47,haha that was the first person i was gonna ask
4899,1,"['ou', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', 'gb', 'ipod', 'mp', 'player', 'or', 'a', 'prize', 'txt', 'word', 'collect', 'to', 'no', 'ibhltd', 'ldnw', 'h', 'p', 'mtmsgrcvd']",146,ou are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnw h p mtmsgrcvd
4900,0,"['taka', 'lor', 'wat', 'time', 'u', 'wan', 'come', 'n', 'look', 'us']",44,taka lor wat time u wan come n look us
4901,1,"['free', 'polyphonic', 'ringtone', 'text', 'super', 'to', 'to', 'get', 'your', 'free', 'poly', 'tone', 'of', 'the', 'week', 'now', 'sn', 'pobox', 'nr', 'zs', 'subscription', 'pw']",134,free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw
4902,0,"['i', 'm', 'reaching', 'in', 'another', 'stops']",36,i m reaching in another stops
4903,0,"['no', 'i', 'didn', 't', 'mean', 'to', 'post', 'it', 'i', 'wrote', 'it', 'and', 'like', 'so', 'many', 'other', 'times', 'i', 've', 'ritten', 'stuff', 'to', 'you', 'i', 'let', 'it', 'sit', 'there', 'it', 'was', 'what', 'i', 'was', 'feeling', 'at', 'the', 'time', 'i', 'was', 'angry', 'before', 'i', 'left', 'i', 'hit', 'send', 'then', 'stop', 'it', 'wasn', 't', 'there', 'i', 'checked', 'on', 'my', 'phone', 'when', 'i', 'got', 'to', 'my', 'car', 'it', 'wasn', 't', 'there', 'you', 'said', 'you', 'didn', 't', 'sleep', 'you', 'were', 'bored', 'so', 'why', 'wouldn', 't', 'that', 'be', 'the', 'time', 'to', 'clean', 'fold', 'laundry', 'etc', 'at', 'least', 'make', 'the', 'bed']",415,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed
4904,1,"['warner', 'village', 'c', 'colin', 'farrell', 'in', 'swat', 'this', 'wkend', 'warner', 'village', 'get', 'free', 'med', 'popcorn', 'just', 'show', 'msg', 'ticket', 'kiosk', 'valid', 'c', 't', 'c', 'kiosk', 'reply', 'sony', 'mre', 'film', 'offers']",181,warner village c colin farrell in swat this wkend warner village get free med popcorn just show msg ticket kiosk valid c t c kiosk reply sony mre film offers
4905,0,"['will', 'you', 'come', 'online', 'today', 'night']",32,will you come online today night
4906,0,"['then', 'anything', 'special']",22,then anything special
4907,0,"['i', 'm', 'in', 'solihull', 'do', 'you', 'want', 'anything']",40,i m in solihull do you want anything
4908,0,"['will', 'do', 'have', 'a', 'good', 'day']",24,will do have a good day
4909,0,"['we', 'regret', 'to', 'inform', 'u', 'that', 'the', 'nhs', 'has', 'made', 'a', 'mistake', 'u', 'were', 'never', 'actually', 'born', 'please', 'report', 'yor', 'local', 'hospital', 'b', 'terminated', 'we', 'r', 'sorry', 'the', 'inconvenience']",160,we regret to inform u that the nhs has made a mistake u were never actually born please report yor local hospital b terminated we r sorry the inconvenience
4910,0,"['love', 'that', 'holiday', 'monday', 'feeling', 'even', 'if', 'i', 'have', 'to', 'go', 'to', 'the', 'dentists', 'in', 'an', 'hour']",80,love that holiday monday feeling even if i have to go to the dentists in an hour
4911,0,"['i', 'am', 'on', 'the', 'way', 'to', 'tirupur']",27,i am on the way to tirupur
4912,1,"['goal', 'arsenal', 'henry', 'v', 'liverpool', 'henry', 'scores', 'with', 'a', 'simple', 'shot', 'from', 'yards', 'from', 'a', 'pass', 'by', 'bergkamp', 'to', 'give', 'arsenal', 'a', 'goal', 'margin', 'after', 'mins']",155,goal arsenal henry v liverpool henry scores with a simple shot from yards from a pass by bergkamp to give arsenal a goal margin after mins
4913,0,"['you', 've', 'already', 'got', 'a', 'flaky', 'parent', 'it', 'snot', 'supposed', 'to', 'be', 'the', 'child', 's', 'job', 'to', 'support', 'the', 'parent', 'not', 'until', 'they', 're', 'the', 'ride', 'age', 'anyway', 'i', 'm', 'supposed', 'to', 'be', 'there', 'to', 'support', 'you', 'and', 'now', 'i', 've', 'hurt', 'you', 'unintentional', 'but', 'hurt', 'nonetheless']",237,you ve already got a flaky parent it snot supposed to be the child s job to support the parent not until they re the ride age anyway i m supposed to be there to support you and now i ve hurt you unintentional but hurt nonetheless
4914,0,"['we', 'took', 'hooch', 'for', 'a', 'walk', 'toaday', 'and', 'i', 'fell', 'over', 'splat', 'grazed', 'my', 'knees', 'and', 'everything', 'should', 'have', 'stayed', 'at', 'home', 'see', 'you', 'tomorrow']",134,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow
4915,0,"['just', 'dropped', 'em', 'off', 'omw', 'back', 'now']",33,just dropped em off omw back now
4916,1,"['this', 'is', 'the', 'nd', 'time', 'we', 'have', 'tried', 'contact', 'u', 'u', 'have', 'won', 'the', 'pound', 'prize', 'claim', 'is', 'easy', 'call', 'now', 'only', 'p', 'per', 'min', 'bt', 'national', 'rate']",153,this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min bt national rate
4917,0,"['sitting', 'in', 'mu', 'waiting', 'for', 'everyone', 'to', 'get', 'out', 'of', 'my', 'suite', 'so', 'i', 'can', 'take', 'a', 'shower']",80,sitting in mu waiting for everyone to get out of my suite so i can take a shower
4918,0,"['re', 'your', 'call', 'you', 'didn', 't', 'see', 'my', 'facebook', 'huh']",45,re your call you didn t see my facebook huh
4919,0,"['g', 'says', 'you', 'never', 'answer', 'your', 'texts', 'confirm', 'deny']",48,g says you never answer your texts confirm deny
4920,0,"['its', 'so', 'common', 'hearin', 'how', 'r', 'u', 'wat', 'r', 'u', 'doing', 'how', 'was', 'ur', 'day', 'so', 'let', 'me', 'ask', 'u', 'something', 'different', 'did', 'u', 'smile', 'today', 'if', 'not', 'do', 'it', 'now', 'gud', 'evng']",148,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng
4921,0,"['hi', 'dear', 'call', 'me', 'its', 'urgnt', 'i', 'don', 't', 'know', 'whats', 'your', 'problem', 'you', 'don', 't', 'want', 'to', 'work', 'or', 'if', 'you', 'have', 'any', 'other', 'problem', 'at', 'least', 'tell', 'me', 'wating', 'for', 'your', 'reply']",156,hi dear call me its urgnt i don t know whats your problem you don t want to work or if you have any other problem at least tell me wating for your reply
4922,0,"['oh', 'yah', 'we', 'never', 'cancel', 'leh', 'haha']",38,oh yah we never cancel leh haha
4923,0,"['we', 'can', 'go', 'e', 'normal', 'pilates', 'after', 'our', 'intro']",49,we can go e normal pilates after our intro
4924,0,"['ok', 'let', 'u', 'noe', 'when', 'i', 'leave', 'my', 'house']",38,ok let u noe when i leave my house
4925,0,"['oh', 'yes', 'why', 'is', 'it', 'like', 'torture', 'watching', 'england']",48,oh yes why is it like torture watching england
4926,0,"['wanna', 'do', 'some', 'art', 'd']",22,wanna do some art d
4927,0,"['just', 'hopeing', 'that', 'wasn', 't', 'too', 'pissed', 'up', 'to', 'remember', 'and', 'has', 'gone', 'off', 'to', 'his', 'sisters', 'or', 'something']",98,just hopeing that wasn t too pissed up to remember and has gone off to his sisters or something
4928,1,"['got', 'what', 'it', 'takes', 'take', 'part', 'in', 'the', 'wrc', 'rally', 'in', 'oz', 'u', 'can', 'with', 'lucozade', 'energy', 'text', 'rally', 'le', 'to', 'p', 'see', 'packs', 'or', 'lucozade', 'co', 'uk', 'wrc', 'itcould', 'be', 'u']",159,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozade co uk wrc itcould be u
4929,1,"['hi', 'the', 'sexychat', 'girls', 'are', 'waiting', 'for', 'you', 'to', 'text', 'them', 'text', 'now', 'for', 'a', 'great', 'night', 'chatting', 'send', 'stop', 'to', 'stop', 'this', 'service']",124,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
4930,0,"['good', 'morning', 'my', 'boytoy', 'how', 's', 'those', 'yummy', 'lips', 'where', 's', 'my', 'sexy', 'buns', 'now', 'what', 'do', 'you', 'do', 'do', 'you', 'think', 'of', 'me', 'do', 'you', 'crave', 'me', 'do', 'you', 'need', 'me']",149,good morning my boytoy how s those yummy lips where s my sexy buns now what do you do do you think of me do you crave me do you need me
4931,0,"['match', 'started', 'india', 'for']",37,match started india for
4932,0,"['once', 'free', 'call', 'me', 'sir']",22,once free call me sir
4933,0,"['hey', 'do', 'you', 'want', 'anything', 'to', 'buy']",33,hey do you want anything to buy
4934,0,"['hey', 'babe', 'how', 's', 'it', 'going', 'did', 'you', 'ever', 'figure', 'out', 'where', 'your', 'going', 'for', 'new', 'years']",83,hey babe how s it going did you ever figure out where your going for new years
4935,0,"['k', 'k', 'congratulation']",24,k k congratulation
4936,0,"['g', 'wants', 'to', 'know', 'where', 'the', 'fuck', 'you', 'are']",38,g wants to know where the fuck you are
4937,0,"['no', 'it', 'was', 'cancelled', 'yeah', 'baby', 'well', 'that', 'sounds', 'important', 'so', 'i', 'understand', 'my', 'darlin', 'give', 'me', 'a', 'ring', 'later', 'on', 'this', 'fone', 'love', 'kate', 'x']",129,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x
4938,0,"['tomarrow', 'i', 'want', 'to', 'got', 'to', 'court', 'at', 'decimal', 'so', 'you', 'come', 'to', 'bus', 'stand', 'at']",85,tomarrow i want to got to court at decimal so you come to bus stand at
4939,0,"['go', 'home', 'liao', 'ask', 'dad', 'to', 'pick', 'me', 'up', 'at']",46,go home liao ask dad to pick me up at
4940,0,"['omg', 'you', 'can', 'make', 'a', 'wedding', 'chapel', 'in', 'frontierville', 'why', 'do', 'they', 'get', 'all', 'the', 'good', 'stuff']",87,omg you can make a wedding chapel in frontierville why do they get all the good stuff
4941,0,"['i', 'm', 'eatin', 'now', 'lor', 'but', 'goin', 'back', 'to', 'work', 'soon', 'e', 'mountain', 'deer', 'show', 'huh', 'i', 'watch', 'b', 'liao', 'very', 'nice']",106,i m eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice
4942,0,"['check', 'mail', 'i', 'have', 'mailed', 'varma', 'and', 'kept', 'copy', 'to', 'you', 'regarding', 'membership', 'take', 'care', 'insha', 'allah']",95,check mail i have mailed varma and kept copy to you regarding membership take care insha allah
4943,0,"['wrong', 'phone', 'this', 'phone', 'i', 'answer', 'this', 'one', 'but', 'assume', 'the', 'other', 'is', 'people', 'i', 'don', 't', 'well']",86,wrong phone this phone i answer this one but assume the other is people i don t well
4944,0,"['anyway', 'i', 'don', 't', 'think', 'i', 'can', 'secure', 'anything', 'up', 'here', 'lemme', 'know', 'if', 'you', 'want', 'me', 'to', 'drive', 'down', 'south', 'and', 'chill']",107,anyway i don t think i can secure anything up here lemme know if you want me to drive down south and chill
4945,0,"['i', 'm', 'already', 'back', 'home', 'so', 'no', 'probably', 'not']",40,i m already back home so no probably not
4946,1,"['great', 'news', 'call', 'freefone', 'to', 'claim', 'your', 'guaranteed', 'cash', 'or', 'gift', 'speak', 'to', 'a', 'live', 'operator', 'now']",120,great news call freefone to claim your guaranteed cash or gift speak to a live operator now
4947,1,"['hi', 'this', 'is', 'amy', 'we', 'will', 'be', 'sending', 'you', 'a', 'free', 'phone', 'number', 'in', 'a', 'couple', 'of', 'days', 'which', 'will', 'give', 'you', 'an', 'access', 'to', 'all', 'the', 'adult', 'parties']",137,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties
4948,0,"['i', 'am', 'in', 'bus', 'on', 'the', 'way', 'to', 'calicut']",33,i am in bus on the way to calicut
4949,0,"['hi', 'its', 'me', 'you', 'are', 'probably', 'having', 'too', 'much', 'fun', 'to', 'get', 'this', 'message', 'but', 'i', 'thought', 'id', 'txt', 'u', 'cos', 'im', 'bored', 'and', 'james', 'has', 'been', 'farting', 'at', 'me', 'all', 'night']",146,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night
4950,0,"['hi', 'baby', 'im', 'sat', 'on', 'the', 'bloody', 'bus', 'at', 'the', 'mo', 'and', 'i', 'wont', 'be', 'home', 'until', 'about', 'wanna', 'do', 'somethin', 'later', 'call', 'me', 'later', 'ortxt', 'back', 'jess', 'xx']",136,hi baby im sat on the bloody bus at the mo and i wont be home until about wanna do somethin later call me later ortxt back jess xx
4951,1,"['welcome', 'to', 'select', 'an', 'o', 'service', 'with', 'added', 'benefits', 'you', 'can', 'now', 'call', 'our', 'specially', 'trained', 'advisors', 'free', 'from', 'your', 'mobile', 'by', 'dialling']",140,welcome to select an o service with added benefits you can now call our specially trained advisors free from your mobile by dialling
4952,0,"['i', 'lost', 'pounds', 'since', 'my', 'doc', 'visit', 'last', 'week', 'woot', 'woot', 'now', 'i', 'm', 'gonna', 'celebrate', 'by', 'stuffing', 'my', 'face']",100,i lost pounds since my doc visit last week woot woot now i m gonna celebrate by stuffing my face
4953,0,"['u', 'coming', 'back', 'dinner', 'rite', 'dad', 'ask', 'me', 'so', 'i', 're', 'confirm', 'wif', 'u']",64,u coming back dinner rite dad ask me so i re confirm wif u
4954,0,"['doing', 'my', 'masters', 'when', 'will', 'you', 'buy', 'a', 'bb', 'cos', 'i', 'have', 'for', 'sale', 'and', 'how', 's', 'bf']",73,doing my masters when will you buy a bb cos i have for sale and how s bf
4955,0,"['ahhhh', 'just', 'woken', 'up', 'had', 'a', 'bad', 'dream', 'about', 'u', 'tho', 'so', 'i', 'dont', 'like', 'u', 'right', 'now', 'i', 'didnt', 'know', 'anything', 'about', 'comedy', 'night', 'but', 'i', 'guess', 'im', 'up', 'for', 'it']",146,ahhhh just woken up had a bad dream about u tho so i dont like u right now i didnt know anything about comedy night but i guess im up for it
4956,0,"['i', 'm', 'vivek', 'i', 'got', 'call', 'from', 'your', 'number']",39,i m vivek i got call from your number
4957,0,"['why', 'didn', 't', 'u', 'call', 'on', 'your', 'lunch']",32,why didn t u call on your lunch
4958,0,"['what', 'i', 'mean', 'was', 'i', 'left', 'too', 'early', 'to', 'check', 'cos', 'i', 'm', 'working', 'a']",65,what i mean was i left too early to check cos i m working a
4959,0,"['i', 'want', 'rs', 'da', 'do', 'you', 'have', 'it']",41,i want rs da do you have it
4960,0,"['a', 'bit', 'of', 'ur', 'smile', 'is', 'my', 'hppnss', 'a', 'drop', 'of', 'ur', 'tear', 'is', 'my', 'sorrow', 'a', 'part', 'of', 'ur', 'heart', 'is', 'my', 'life', 'a', 'heart', 'like', 'mine', 'wil', 'care', 'for', 'u', 'forevr', 'as', 'my', 'goodfriend']",152,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend
4961,0,"['yup', 'ok']",9,yup ok
4962,0,"['i', 'want', 'to', 'see', 'your', 'pretty', 'pussy']",34,i want to see your pretty pussy
4963,1,"['dear', 'voucher', 'holder', 'have', 'your', 'next', 'meal', 'on', 'us', 'use', 'the', 'following', 'link', 'on', 'your', 'pc', 'enjoy', 'a', 'dining', 'experiencehttp', 'www', 'vouch', 'me', 'com', 'etlp', 'dining', 'asp']",153,dear voucher holder have your next meal on us use the following link on your pc enjoy a dining experiencehttp www vouch me com etlp dining asp
4964,0,"['a', 'few', 'people', 'are', 'at', 'the', 'game', 'i', 'm', 'at', 'the', 'mall', 'with', 'iouri', 'and', 'kaila']",66,a few people are at the game i m at the mall with iouri and kaila
4965,1,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'valid', 'hrs', 'only']",160,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim valid hrs only
4966,1,"['you', 'can', 'donate', 'to', 'unicef', 's', 'asian', 'tsunami', 'disaster', 'support', 'fund', 'by', 'texting', 'donate', 'to', 'will', 'be', 'added', 'to', 'your', 'next', 'bill']",137,you can donate to unicef s asian tsunami disaster support fund by texting donate to will be added to your next bill
4967,0,"['future', 'is', 'not', 'what', 'we', 'planned', 'for', 'tomorrow', 'it', 'is', 'the', 'result', 'of', 'what', 'we', 'do', 'today', 'do', 'the', 'best', 'in', 'present', 'enjoy', 'the', 'future']",133,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future
4968,0,"['i', 'will', 'cme', 'i', 'want', 'to', 'go', 'to', 'hos', 'morow', 'after', 'that', 'i', 'wil', 'cme', 'this', 'what', 'i', 'got', 'from', 'her', 'dear', 'what', 'to', 'do', 'she', 'didnt', 'say', 'any', 'time']",125,i will cme i want to go to hos morow after that i wil cme this what i got from her dear what to do she didnt say any time
4969,0,"['we', 'are', 'supposed', 'to', 'meet', 'to', 'discuss', 'abt', 'our', 'trip', 'thought', 'xuhui', 'told', 'you', 'in', 'the', 'afternoon', 'thought', 'we', 'can', 'go', 'for', 'lesson', 'after', 'that']",132,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
4970,0,"['hey', 'come', 'online', 'use', 'msn', 'we', 'are', 'all', 'there']",44,hey come online use msn we are all there
4971,0,"['i', 'm', 'fine', 'hope', 'you', 'are', 'good', 'do', 'take', 'care']",42,i m fine hope you are good do take care
4972,0,"['oops', 'i', 'was', 'in', 'the', 'shower', 'when', 'u', 'called', 'hey', 'a', 'parking', 'garage', 'collapsed', 'at', 'university', 'hospital', 'see', 'i', 'm', 'not', 'crazy', 'stuff', 'like', 'that', 'does', 'happen']",142,oops i was in the shower when u called hey a parking garage collapsed at university hospital see i m not crazy stuff like that does happen
4973,0,"['aiyo', 'u', 'so', 'poor', 'thing', 'then', 'u', 'dun', 'wan', 'eat', 'u', 'bathe', 'already']",62,aiyo u so poor thing then u dun wan eat u bathe already
4974,0,"['yar', 'i', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']",54,yar i tot u knew dis would happen long ago already
4975,0,"['you', 'are', 'gorgeous', 'keep', 'those', 'pix', 'cumming', 'thank', 'you']",54,you are gorgeous keep those pix cumming thank you
4976,0,"['a', 'boy', 'was', 'late', 'home', 'his', 'father', 'power', 'of', 'frndship']",56,a boy was late home his father power of frndship
4977,0,"['jade', 'its', 'paul', 'y', 'didn', 't', 'u', 'txt', 'me', 'do', 'u', 'remember', 'me', 'from', 'barmed', 'i', 'want', 'talk', 'u', 'txt', 'me']",90,jade its paul y didn t u txt me do u remember me from barmed i want talk u txt me
4978,0,"['spending', 'new', 'years', 'with', 'my', 'brother', 'and', 'his', 'family', 'lets', 'plan', 'to', 'meet', 'next', 'week', 'are', 'you', 'ready', 'to', 'be', 'spoiled']",111,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled
4979,0,"['so', 'what', 'u', 'doing', 'today']",22,so what u doing today
4980,0,"['i', 'said', 'its', 'okay', 'sorry']",22,i said its okay sorry
4981,0,"['slept', 'i', 'thinkthis', 'time', 'pm', 'is', 'not', 'dangerous']",57,slept i thinkthis time pm is not dangerous
4982,0,"['networking', 'job', 'is', 'there']",24,networking job is there
4983,1,"['goldviking', 'm', 'is', 'inviting', 'you', 'to', 'be', 'his', 'friend', 'reply', 'yes', 'or', 'no', 'see', 'him', 'www', 'sms', 'ac', 'u', 'goldviking', 'stop', 'send', 'stop', 'frnd', 'to']",138,goldviking m is inviting you to be his friend reply yes or no see him www sms ac u goldviking stop send stop frnd to
4984,0,"['dont', 'let', 'studying', 'stress', 'you', 'out', 'l', 'r']",38,dont let studying stress you out l r
4985,0,"['that', 's', 'y', 'u', 'haf', 'keep', 'me', 'busy']",32,that s y u haf keep me busy
4986,0,"['no', 'rushing', 'i', 'm', 'not', 'working', 'i', 'm', 'in', 'school', 'so', 'if', 'we', 'rush', 'we', 'go', 'hungry']",70,no rushing i m not working i m in school so if we rush we go hungry
4987,0,"['which', 'channel']",25,which channel
4988,0,"['so', 'your', 'telling', 'me', 'i', 'coulda', 'been', 'your', 'real', 'valentine', 'and', 'i', 'wasn', 't', 'u', 'never', 'pick', 'me', 'for', 'nothing']",96,so your telling me i coulda been your real valentine and i wasn t u never pick me for nothing
4989,1,"['phony', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'are', 'selected', 'to', 'receive', 'a', 'award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rates', 'app']",177,phony award todays voda numbers ending xxxx are selected to receive a award if you have a match please call quoting claim code standard rates app
4990,0,"['we', 'made', 'it', 'eta', 'at', 'taunton', 'is', 'as', 'planned', 'hope', 'that', 's', 'still', 'okday', 'good', 'to', 'see', 'you', 'xx']",97,we made it eta at taunton is as planned hope that s still okday good to see you xx
4991,0,"['i', 'm', 'hungry', 'buy', 'smth', 'home']",27,i m hungry buy smth home
4992,0,"['hey', 'kate']",9,hey kate
4993,0,"['my', 'drive', 'can', 'only', 'be', 'read', 'i', 'need', 'to', 'write']",42,my drive can only be read i need to write
4994,0,"['just', 'looked', 'it', 'up', 'and', 'addie', 'goes', 'back', 'monday', 'sucks', 'to', 'be', 'her']",61,just looked it up and addie goes back monday sucks to be her
4995,0,"['happy', 'new', 'year', 'hope', 'you', 'are', 'having', 'a', 'good', 'semester']",51,happy new year hope you are having a good semester
4996,0,"['esplanade', 'lor', 'where', 'else']",28,esplanade lor where else
4997,0,"['can', 'you', 'talk', 'with', 'me']",22,can you talk with me
4998,0,"['hmph', 'go', 'head', 'big', 'baller']",26,hmph go head big baller
4999,0,"['well', 'its', 'not', 'like', 'you', 'actually', 'called', 'someone', 'a', 'punto', 'that', 'woulda', 'been', 'worse']",78,well its not like you actually called someone a punto that woulda been worse
5000,0,"['nope', 'since', 'ayo', 'travelled', 'he', 'has', 'forgotten', 'his', 'guy']",51,nope since ayo travelled he has forgotten his guy
5001,0,"['you', 'still', 'around', 'looking', 'to', 'pick', 'up', 'later']",42,you still around looking to pick up later
5002,1,"['cds', 'u', 'congratulations', 'ur', 'awarded', 'of', 'cd', 'gift', 'vouchers', 'or', 'gift', 'guaranteed', 'freeentry', 'wkly', 'draw', 'xt', 'music', 'to', 'tncs', 'www', 'ldew', 'com', 'win', 'ppmx', 'age']",169,cds u congratulations ur awarded of cd gift vouchers or gift guaranteed freeentry wkly draw xt music to tncs www ldew com win ppmx age
5003,0,"['there', 's', 'someone', 'here', 'that', 'has', 'a', 'year', 'toyota', 'camry', 'like', 'mr', 'olayiwola', 's', 'own', 'mileage', 'is', 'k', 'its', 'clean', 'but', 'i', 'need', 'to', 'know', 'how', 'much', 'will', 'it', 'sell', 'for', 'if', 'i', 'can', 'raise', 'the', 'dough', 'for', 'it', 'how', 'soon', 'after', 'landing', 'will', 'it', 'sell', 'holla', 'back']",247,there s someone here that has a year toyota camry like mr olayiwola s own mileage is k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
5004,0,"['guess', 'which', 'pub', 'im', 'in', 'im', 'as', 'happy', 'as', 'a', 'pig', 'in', 'clover', 'or', 'whatever', 'the', 'saying', 'is']",81,guess which pub im in im as happy as a pig in clover or whatever the saying is
5005,0,"['ill', 'b', 'down', 'soon']",15,ill b down soon
5006,0,"['oh', 'k', 'i', 'will', 'come', 'tomorrow']",28,oh k i will come tomorrow
5007,0,"['go', 'fool', 'dont', 'cheat', 'others', 'ok']",28,go fool dont cheat others ok
5008,0,"['my', 'mobile', 'number', 'pls', 'sms', 'ur', 'mail', 'id', 'convey', 'regards', 'to', 'achan', 'amma', 'rakhesh', 'qatar']",78,my mobile number pls sms ur mail id convey regards to achan amma rakhesh qatar
5009,0,"['by', 'the', 'way', 'rencontre', 'is', 'to', 'meet', 'again', 'mountains', 'dont']",60,by the way rencontre is to meet again mountains dont
5010,1,"['you', 'have', 'won', 'a', 'guaranteed', 'cash', 'or', 'a', 'prize', 'to', 'claim', 'yr', 'prize', 'call', 'our', 'customer', 'service', 'representative', 'on', 'between', 'am', 'pm', 'cost', 'p']",156,you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between am pm cost p
5011,0,"['u', 'attend', 'ur', 'driving', 'lesson', 'how', 'many', 'times', 'a', 'wk', 'n', 'which', 'day']",59,u attend ur driving lesson how many times a wk n which day
5012,0,"['uncle', 'g', 'just', 'checking', 'up', 'on', 'you', 'do', 'have', 'a', 'rewarding', 'month']",59,uncle g just checking up on you do have a rewarding month
5013,0,"['hello', 'boytoy', 'geeee', 'i', 'm', 'missing', 'you', 'today', 'i', 'like', 'to', 'send', 'you', 'a', 'tm', 'and', 'remind', 'you', 'i', 'm', 'thinking', 'of', 'you', 'and', 'you', 'are', 'loved', 'loving', 'kiss']",146,hello boytoy geeee i m missing you today i like to send you a tm and remind you i m thinking of you and you are loved loving kiss
5014,0,"['i', 'think', 'the', 'other', 'two', 'still', 'need', 'to', 'get', 'cash', 'but', 'we', 'can', 'def', 'be', 'ready', 'by']",73,i think the other two still need to get cash but we can def be ready by
5015,0,"['hey', 'gals', 'u', 'all', 'wanna', 'meet', 'dinner', 'at', 'n', 'te']",47,hey gals u all wanna meet dinner at n te
5016,1,"['dear', 'xxxxxxx', 'u', 've', 'been', 'invited', 'to', 'xchat', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u', 'txt', 'chat', 'to', 'p', 'msgrcvdhg', 'suite', 'lands', 'row', 'w', 'j', 'hl', 'ldn', 'yrs']",154,dear xxxxxxx u ve been invited to xchat this is our final attempt to contact u txt chat to p msgrcvdhg suite lands row w j hl ldn yrs
5017,0,"['babe', 'what', 'are', 'you', 'doing', 'where', 'are', 'you', 'who', 'are', 'you', 'talking', 'to', 'do', 'you', 'think', 'of', 'me', 'are', 'you', 'being', 'a', 'good', 'boy', 'are', 'you', 'missing', 'me', 'do', 'you', 'love', 'me']",152,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me
