label0,label,cluster,texts,x1,x2,doc,original_text
spam,1,1,"Text(1.2553413, -39.900948, 'well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to now opt out txt eng stop box w wx')",1.2553413,-39.900948,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to now opt out txt eng stop box w wx,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,0,6,"Text(0.7554251, 7.1319313, 'right it wasnt you who phoned it was someone with a number like yours')",0.7554251,7.1319313,right it wasnt you who phoned it was someone with a number like yours,Right it wasnt you who phoned it was someone with a number like yours!
ham,0,9,"Text(-2.8442357, 25.348026, 'it s ok i wun b angry msg u aft i come home tonight')",-2.8442357,25.348026,it s ok i wun b angry msg u aft i come home tonight,It's ok i wun b angry. Msg u aft i come home tonight.
ham,0,6,"Text(-17.04173, -6.548402, 'i had a good time too its nice to do something a bit different with my weekends for a change see ya soon')",-17.04173,-6.548402,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,0,6,"Text(3.0527115, 12.384467, 'yo sorry was in the shower sup')",3.0527115,12.384467,yo sorry was in the shower sup,Yo sorry was in the shower sup
ham,0,9,"Text(7.7763605, 10.922712, 'carlos is down but i have to pick it up from him so i ll swing by usf in a little bit')",7.7763605,10.922712,carlos is down but i have to pick it up from him so i ll swing by usf in a little bit,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,0,2,"Text(51.255943, -10.451225, 'full heat pa i have applyed oil pa')",51.255943,-10.451225,full heat pa i have applyed oil pa,Full heat pa:-) i have applyed oil pa.
ham,0,6,"Text(4.0936356, 12.650379, 'i m stuck in da middle of da row on da right hand side of da')",4.0936356,12.650379,i m stuck in da middle of da row on da right hand side of da,I'm stuck in da middle of da row on da right hand side of da lt... 
ham,0,4,"Text(-27.636452, -18.437223, 'have you laid your airtel line to rest')",-27.636452,-18.437223,have you laid your airtel line to rest,Have you laid your airtel line to rest?
ham,0,3,"Text(28.338615, -11.061975, 'hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing')",28.338615,-11.061975,hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
spam,1,7,"Text(-1.0462648, -40.802353, 'freemsg txt call to no claim your reward of hours talk time to use from your phone now subscribe gbp mnth inc hrs stop txtstop')",-1.0462648,-40.802353,freemsg txt call to no claim your reward of hours talk time to use from your phone now subscribe gbp mnth inc hrs stop txtstop,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,0,8,"Text(28.143473, -7.706808, 'hey j r u feeling any better')",28.143473,-7.706808,hey j r u feeling any better,\Hey j! r u feeling any better
ham,0,9,"Text(-9.532348, 26.031181, 'and i don t plan on staying the night but i prolly won t be back til late')",-9.532348,26.031181,and i don t plan on staying the night but i prolly won t be back til late,And I don't plan on staying the night but I prolly won't be back til late
ham,0,8,"Text(21.174631, -6.1999197, 'thanx puttin da fone down on me')",21.174631,-6.1999197,thanx puttin da fone down on me,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,0,9,"Text(-1.0608786, 24.001745, 'i need an th but i m off campus atm could i pick up in an hour or two')",-1.0608786,24.001745,i need an th but i m off campus atm could i pick up in an hour or two,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,0,8,"Text(20.190622, 5.0433164, 'oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up')",20.190622,5.0433164,oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,0,6,"Text(-14.537099, -16.96462, 'been running but only managed minutes and then needed oxygen might have to resort to the roller option')",-14.537099,-16.96462,been running but only managed minutes and then needed oxygen might have to resort to the roller option,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,0,4,"Text(-19.727934, -13.367483, 'we live in the next mins')",-19.727934,-13.367483,we live in the next mins,We live in the next  &lt;#&gt; mins
ham,0,8,"Text(26.177717, -9.815564, 'y de asking like this')",26.177717,-9.815564,y de asking like this,Y de asking like this.
ham,0,4,"Text(-29.932705, -15.15691, 'just glad to be talking to you')",-29.932705,-15.15691,just glad to be talking to you,Just glad to be talking to you.
ham,0,6,"Text(-17.292597, 8.795875, 'wat time finish')",-17.292597,8.795875,wat time finish,Wat time Ì_ finish?
ham,0,9,"Text(-0.5552505, 26.832981, 'sorry da i gone mad so many pending works what to do')",-0.5552505,26.832981,sorry da i gone mad so many pending works what to do,Sorry da. I gone mad so many pending works what to do.
ham,0,0,"Text(-28.338383, 23.907612, 'how much you got for cleaning')",-28.338383,23.907612,how much you got for cleaning,How much you got for cleaning
ham,0,8,"Text(25.211569, 2.79778, 'hows my favourite person today r u workin hard couldn t sleep again last nite nearly rang u at')",25.211569,2.79778,hows my favourite person today r u workin hard couldn t sleep again last nite nearly rang u at,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,1,6,"Text(-6.1289463, -22.604435, 'sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to b')",-6.1289463,-22.604435,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to b,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,0,5,"Text(55.641865, -15.305417, 'called dad oredi')",55.641865,-15.305417,called dad oredi,ÌÏ called dad oredi...
ham,0,6,"Text(-15.58326, 20.647762, 'good do you think you could send me some pix i would love to see your top and bottom')",-15.58326,20.647762,good do you think you could send me some pix i would love to see your top and bottom,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,0,9,"Text(-4.4409404, 23.258888, 'nvm i m going to wear my sport shoes anyway i m going to be late leh')",-4.4409404,23.258888,nvm i m going to wear my sport shoes anyway i m going to be late leh,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,0,6,"Text(-12.340479, 5.615217, 'sorry i ll call later in meeting')",-12.340479,5.615217,sorry i ll call later in meeting,"Sorry, I'll call later In meeting."
ham,0,6,"Text(-6.9572487, -22.353397, 'this is a long fuckin showr')",-6.9572487,-22.353397,this is a long fuckin showr,THIS IS A LONG FUCKIN SHOWR
ham,0,4,"Text(-45.198402, 5.5509725, 'received understood n acted upon')",-45.198402,5.5509725,received understood n acted upon,"Received, understood n acted upon!"
ham,0,3,"Text(43.295326, -14.531742, 'they finally came to fix the ceiling')",43.295326,-14.531742,they finally came to fix the ceiling,They finally came to fix the ceiling.
ham,0,0,"Text(-32.154545, 18.198536, 'u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha is love got it dont mis me')",-32.154545,18.198536,u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha is love got it dont mis me,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
ham,0,3,"Text(33.143574, -3.6073995, 'jus finish blowing my hair u finish dinner already')",33.143574,-3.6073995,jus finish blowing my hair u finish dinner already,Jus finish blowing my hair. U finish dinner already?
ham,0,9,"Text(6.3175197, 28.0728, 'i m on the bus love you')",6.3175197,28.0728,i m on the bus love you,I'm on the bus. Love you
ham,0,9,"Text(-2.96624, 33.801167, 'lol i knew that i saw him in the dollar store')",-2.96624,33.801167,lol i knew that i saw him in the dollar store,Lol ... I knew that .... I saw him in the dollar store
spam,1,7,"Text(-5.1029224, -35.970245, 'please call our customer service representative on between am pm as you have won a guaranteed cash or prize')",-5.1029224,-35.970245,please call our customer service representative on between am pm as you have won a guaranteed cash or prize,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,1,1,"Text(7.69225, -31.054451, 'todays voda numbers ending with are selected to receive a reward if you have a match please call quoting claim code standard rates apply')",7.69225,-31.054451,todays voda numbers ending with are selected to receive a reward if you have a match please call quoting claim code standard rates apply,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,0,6,"Text(-0.30414897, -7.698371, 'only saturday and sunday holiday so its very difficult')",-0.30414897,-7.698371,only saturday and sunday holiday so its very difficult,Only saturday and sunday holiday so its very difficult:)
ham,0,3,"Text(38.372955, -1.5722291, 'everybody had fun this evening miss you')",38.372955,-1.5722291,everybody had fun this evening miss you,Everybody had fun this evening. Miss you.
ham,0,6,"Text(2.192755, -17.552416, 'got hella gas money want to go on a grand nature adventure with galileo in a little bit')",2.192755,-17.552416,got hella gas money want to go on a grand nature adventure with galileo in a little bit,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,0,6,"Text(-14.7902, 6.3860936, 'i m in a meeting call me later at')",-14.7902,6.3860936,i m in a meeting call me later at,"I'm in a meeting, call me later at"
ham,0,3,"Text(42.51274, -12.311358, 'oh wow thats gay will firmware update help')",42.51274,-12.311358,oh wow thats gay will firmware update help,Oh wow thats gay. Will firmware update help
ham,0,6,"Text(-3.5257595, -22.136118, 'these won t do have to move on to morphine')",-3.5257595,-22.136118,these won t do have to move on to morphine,These won't do. Have to move on to morphine
ham,0,9,"Text(-0.21397375, 33.55239, 'how come i din c yup i cut my hair')",-0.21397375,33.55239,how come i din c yup i cut my hair,How come i din c Ì_... Yup i cut my hair...
ham,0,6,"Text(-9.729983, -9.521376, 'k k pa had your lunch aha')",-9.729983,-9.521376,k k pa had your lunch aha,K k pa Had your lunch aha.
ham,0,3,"Text(32.69764, -10.118446, 'oh ho is this the first time u use these type of words')",32.69764,-10.118446,oh ho is this the first time u use these type of words,Oh ho. Is this the first time u use these type of words
ham,0,6,"Text(-3.5755024, 7.1697087, 'captain vijaykanth is doing comedy in captain tv he is drunken')",-3.5755024,7.1697087,captain vijaykanth is doing comedy in captain tv he is drunken,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,0,6,"Text(-6.792658, -0.72536665, 'of course i guess god s just got me on hold right now')",-6.792658,-0.72536665,of course i guess god s just got me on hold right now,Of course. I guess god's just got me on hold right now.
ham,0,4,"Text(-31.215984, -6.724391, 'do you hide anythiing or keeping distance from me')",-31.215984,-6.724391,do you hide anythiing or keeping distance from me,Do you hide anythiing or keeping distance from me
ham,0,5,"Text(55.790646, -15.5326605, 'havent')",55.790646,-15.5326605,havent,Havent.
spam,1,1,"Text(9.833877, -32.97322, 'you are being ripped off get your mobile content from www clubmoby com call poly true pix ringtones games six downloads for only')",9.833877,-32.97322,you are being ripped off get your mobile content from www clubmoby com call poly true pix ringtones games six downloads for only,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,0,0,"Text(-34.09121, 33.242523, 'sorry i din lock my keypad')",-34.09121,33.242523,sorry i din lock my keypad,Sorry i din lock my keypad.
ham,0,9,"Text(23.69686, 19.88287, 'did u got that persons story')",23.69686,19.88287,did u got that persons story,Did u got that persons story
ham,0,3,"Text(36.146626, 1.321477, 'are you planning to come chennai')",36.146626,1.321477,are you planning to come chennai,Are you planning to come chennai?
spam,1,1,"Text(6.312703, -33.17599, 'we tried to contact you re your reply to our offer of a video phone anytime any network mins half price line rental camcorder reply or call')",6.312703,-33.17599,we tried to contact you re your reply to our offer of a video phone anytime any network mins half price line rental camcorder reply or call,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham,0,8,"Text(6.907862, -5.1706257, 'god created gap btwn ur fingers so dat sum vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs')",6.907862,-5.1706257,god created gap btwn ur fingers so dat sum vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,0,6,"Text(5.352796, -13.957613, 'we are okay going to sleep now later')",5.352796,-13.957613,we are okay going to sleep now later,We are okay. Going to sleep now. Later
ham,0,1,"Text(7.2381644, -27.462, 'please protect yourself from e threats sib never asks for sensitive information like passwords atm sms pin thru email never share your password with anybody')",7.2381644,-27.462,please protect yourself from e threats sib never asks for sensitive information like passwords atm sms pin thru email never share your password with anybody,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,0,3,"Text(36.685066, -11.005915, 'finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but don t drive')",36.685066,-11.005915,finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but don t drive,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
spam,1,7,"Text(-9.326164, -34.71098, 'a xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a reward just call')",-9.326164,-34.71098,a xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a reward just call,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 
ham,0,3,"Text(28.111927, -7.6379447, 'where r e meeting tmr')",28.111927,-7.6379447,where r e meeting tmr,Where r e meeting tmr?
ham,0,4,"Text(-26.574846, -5.473633, 'lol yes but it will add some spice to your day')",-26.574846,-5.473633,lol yes but it will add some spice to your day,Lol yes. But it will add some spice to your day.
ham,0,6,"Text(-4.090767, 12.722481, 'hope you are having a great day')",-4.090767,12.722481,hope you are having a great day,Hope you are having a great day.
ham,0,8,"Text(2.3644087, -16.714949, 'our prasanth ettans mother passed away last night just pray for her and family')",2.3644087,-16.714949,our prasanth ettans mother passed away last night just pray for her and family,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,0,0,"Text(-35.89499, 22.707518, 'k i ll work something out')",-35.89499,22.707518,k i ll work something out,"K, I'll work something out"
spam,1,2,"Text(44.93872, -15.444151, 'private your account statement for shows un redeemed s i m points call identifier code expires')",44.93872,-15.444151,private your account statement for shows un redeemed s i m points call identifier code expires,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,0,8,"Text(15.929965, -11.254978, 'this message is from a great doctor in india do not drink appy fizz it contains cancer causing age')",15.929965,-11.254978,this message is from a great doctor in india do not drink appy fizz it contains cancer causing age,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,0,6,"Text(-16.96577, -18.673847, 'i cant pick the phone right now pls send a message')",-16.96577,-18.673847,i cant pick the phone right now pls send a message,I cant pick the phone right now. Pls send a message
ham,0,7,"Text(-29.788223, -18.404333, 'you call him and tell now infront of them call him now')",-29.788223,-18.404333,you call him and tell now infront of them call him now,You call him and tell now infront of them. Call him now.
ham,0,2,"Text(46.229073, -13.252738, 'ok no prob')",46.229073,-13.252738,ok no prob,Ok no prob...
ham,0,3,"Text(35.5204, -5.8935285, 'ladies first and genus second k')",35.5204,-5.8935285,ladies first and genus second k,Ladies first and genus second k .
ham,0,7,"Text(-10.809078, -33.476604, 'no yes please been swimming')",-10.809078,-33.476604,no yes please been swimming,No. Yes please. Been swimming?
ham,0,3,"Text(31.396982, 6.1832952, 'mum not going robinson already')",31.396982,6.1832952,mum not going robinson already,Mum not going robinson already.
ham,0,3,"Text(42.664886, -9.106727, 'ok set let u noe e details later')",42.664886,-9.106727,ok set let u noe e details later,Ok set let u noe e details later...
ham,0,2,"Text(52.190773, -13.518826, 'not tel software name')",52.190773,-13.518826,not tel software name,Not..tel software name..
ham,0,4,"Text(-36.993572, 6.5563064, 'i send the print outs da')",-36.993572,6.5563064,i send the print outs da,I send the print  outs da.
ham,0,0,"Text(-26.563133, 18.807707, 'im realy soz imat my mums nite what about moro')",-26.563133,18.807707,im realy soz imat my mums nite what about moro,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,0,9,"Text(-12.994394, 26.995192, 'when i was born god said oh no another idiot when you were born')",-12.994394,26.995192,when i was born god said oh no another idiot when you were born,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
ham,0,8,"Text(21.288574, -13.661514, 'i didnt get ur full msg sometext is missing send it again')",21.288574,-13.661514,i didnt get ur full msg sometext is missing send it again,"I didnt get ur full msg..sometext is missing, send it again"
ham,0,0,"Text(-22.94019, 17.504726, 'probably not i m almost out of gas and i get some cash tomorrow')",-22.94019,17.504726,probably not i m almost out of gas and i get some cash tomorrow,"Probably not, I'm almost out of gas and I get some cash tomorrow"
spam,1,6,"Text(-3.0232203, -21.97228, 'customer service announcement we recently tried to make a delivery to you but were unable to do so please call to re schedule ref')",-3.0232203,-21.97228,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to re schedule ref,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,0,3,"Text(27.191757, -3.1351926, 'i forgot ask all smth there s a card on da present lei how all want write smth or sign on it')",27.191757,-3.1351926,i forgot ask all smth there s a card on da present lei how all want write smth or sign on it,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
ham,0,3,"Text(34.066463, 6.038835, 'i m leaving my house now')",34.066463,6.038835,i m leaving my house now,I'm leaving my house now.
spam,1,6,"Text(-17.412281, -16.8661, 'hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsms com text stop to stop p text')",-17.412281,-16.8661,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsms com text stop to stop p text,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,0,1,"Text(-0.052575566, -20.96747, 'ready then call me')",-0.052575566,-20.96747,ready then call me,ÌÏ ready then call me...
ham,0,4,"Text(-32.39684, -2.2486718, 'wewa is iriver all mb')",-32.39684,-2.2486718,wewa is iriver all mb,Wewa is 130. Iriver 255. All 128 mb.
ham,0,4,"Text(-25.893974, -5.0434165, 'it is a good thing i m now getting the connection to bw')",-25.893974,-5.0434165,it is a good thing i m now getting the connection to bw,It is a good thing I'm now getting the connection to bw
ham,0,6,"Text(-20.63424, -0.30183902, 'sry da jst nw only i came to home')",-20.63424,-0.30183902,sry da jst nw only i came to home,Sry da..jst nw only i came to home..
ham,0,0,"Text(-23.438452, 28.748354, 'that s cool he ll be here all night lemme know when you re around')",-23.438452,28.748354,that s cool he ll be here all night lemme know when you re around,"That's cool he'll be here all night, lemme know when you're around"
ham,0,9,"Text(14.333249, 27.785112, 'are you staying in town')",14.333249,27.785112,are you staying in town,Are you staying in town ?
ham,0,8,"Text(21.814144, -15.986127, 'haha yeah oz is kind of a shitload')",21.814144,-15.986127,haha yeah oz is kind of a shitload,"Haha yeah, 2 oz is kind of a shitload"
ham,0,0,"Text(-35.532715, 13.861956, 'ok u can take me shopping when u get paid d')",-35.532715,13.861956,ok u can take me shopping when u get paid d,Ok u can take me shopping when u get paid =D
ham,0,9,"Text(9.48033, 9.252992, 'my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge')",9.48033,9.252992,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,0,9,"Text(6.6019573, 19.227234, 'alright we ll bring it to you see you in like mins')",6.6019573,19.227234,alright we ll bring it to you see you in like mins,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,0,4,"Text(-31.237457, 2.2235906, 'but pls dont play in others life')",-31.237457,2.2235906,but pls dont play in others life,But pls dont play in others life.
ham,0,6,"Text(-8.102676, 21.263186, 'eatin my lunch')",-8.102676,21.263186,eatin my lunch,Eatin my lunch...
ham,0,0,"Text(-25.036997, 19.38067, 'hmmm but you should give it on one day')",-25.036997,19.38067,hmmm but you should give it on one day,Hmmm.but you should give it on one day..
ham,0,3,"Text(39.21143, -3.4832418, 'didn t try g and i decided not to head out')",39.21143,-3.4832418,didn t try g and i decided not to head out,"Didn't try, g and I decided not to head out"
ham,0,2,"Text(46.229073, -13.252738, 'ok no prob')",46.229073,-13.252738,ok no prob,Ok no prob
ham,0,8,"Text(14.303555, -8.066215, 'surly ill give it to you while coming to review')",14.303555,-8.066215,surly ill give it to you while coming to review,Surly ill give it to you:-) while coming to review.
ham,0,6,"Text(-0.9116575, 13.772974, 'by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you how s work and the ladies')",-0.9116575,13.772974,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you how s work and the ladies,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,0,6,"Text(0.015849134, -1.4408963, 'tessy pls do me a favor pls convey my birthday wishes to nimya pls dnt forget it today is her birthday shijas')",0.015849134,-1.4408963,tessy pls do me a favor pls convey my birthday wishes to nimya pls dnt forget it today is her birthday shijas,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,0,6,"Text(-18.087584, -3.3812187, 'pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly')",-18.087584,-3.3812187,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
spam,1,1,"Text(2.9345756, -35.12846, 'urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call box qu')",2.9345756,-35.12846,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call box qu,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,0,8,"Text(17.896097, -10.756437, 'a guy who gets used but is too dumb to realize it')",17.896097,-10.756437,a guy who gets used but is too dumb to realize it,A guy who gets used but is too dumb to realize it.
ham,0,6,"Text(-18.362774, 6.2342334, 'okey dokey i ll be over in a bit just sorting some stuff out')",-18.362774,6.2342334,okey dokey i ll be over in a bit just sorting some stuff out,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out."
ham,0,3,"Text(41.121693, -0.13961972, 'don no da whats you plan')",41.121693,-0.13961972,don no da whats you plan,Don no da:)whats you plan?
ham,0,8,"Text(36.672516, -13.42711, 'yes fine')",36.672516,-13.42711,yes fine,Yes fine 
spam,1,7,"Text(-4.83175, -32.279118, 'win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit www win co uk')",-4.83175,-32.279118,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit www win co uk,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,0,4,"Text(-30.575483, -14.956278, 'i liked the new mobile')",-30.575483,-14.956278,i liked the new mobile,I liked the new mobile
ham,0,5,"Text(56.549026, -16.290525, 'anytime')",56.549026,-16.290525,anytime,Anytime...
ham,0,9,"Text(-5.229854, 36.855686, 'mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it')",-5.229854,36.855686,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,0,4,"Text(-42.087994, 11.546704, 'yar but they say got some error')",-42.087994,11.546704,yar but they say got some error,Yar but they say got some error.
ham,0,9,"Text(4.845851, 11.814373, 'hey anyway i have to')",4.845851,11.814373,hey anyway i have to,Hey anyway i have to :-)
ham,0,9,"Text(-3.5750024, 24.575731, 'wow so healthy old airport rd lor cant thk of anything else but i ll b bathing my dog later')",-3.5750024,24.575731,wow so healthy old airport rd lor cant thk of anything else but i ll b bathing my dog later,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,0,2,"Text(51.981247, -12.143678, 'wif my family booking tour package')",51.981247,-12.143678,wif my family booking tour package,Wif my family booking tour package.
ham,0,4,"Text(-34.796814, 1.2869278, 'did you say bold then torch later or one torch and bold')",-34.796814,1.2869278,did you say bold then torch later or one torch and bold,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,0,9,"Text(8.063301, 21.614225, 'haha awesome i might need to take you up on that what you doin tonight')",8.063301,21.614225,haha awesome i might need to take you up on that what you doin tonight,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,0,2,"Text(43.90404, -10.194719, 'ya i knw u vl giv its ok thanks kano anyway enjoy wit ur family wit st salary')",43.90404,-10.194719,ya i knw u vl giv its ok thanks kano anyway enjoy wit ur family wit st salary,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,0,8,"Text(25.689358, 4.65892, 'huh so slow i tot u reach long ago liao u more days only i more leh')",25.689358,4.65892,huh so slow i tot u reach long ago liao u more days only i more leh,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,0,3,"Text(42.470196, -6.2877283, 'thats cool princess i will cover your face in hot sticky cum')",42.470196,-6.2877283,thats cool princess i will cover your face in hot sticky cum,Thats cool princess! I will cover your face in hot sticky cum :)
ham,0,8,"Text(15.516263, -11.19108, 'big brother s really scraped the barrel with this shower of social misfits')",15.516263,-11.19108,big brother s really scraped the barrel with this shower of social misfits,Big brother‰Û÷s really scraped the barrel with this shower of social misfits
ham,0,9,"Text(0.18266505, 33.384827, 'oops i thk i dun haf enuff i go check then tell')",0.18266505,33.384827,oops i thk i dun haf enuff i go check then tell,Oops i thk i dun haf enuff... I go check then tell Ì_..
ham,0,7,"Text(-15.19152, -21.470737, 's min to go for lunch')",-15.19152,-21.470737,s min to go for lunch,S:)8 min to go for lunch:)
ham,0,6,"Text(-19.543848, -9.364247, 'hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow')",-19.543848,-9.364247,hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,0,0,"Text(-34.027946, 26.245533, 'k will do addie amp i are doing some art so i ll be here when you get home')",-34.027946,26.245533,k will do addie amp i are doing some art so i ll be here when you get home,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,0,9,"Text(3.9698012, 9.917952, 'my uncles in atlanta wish you guys a great semester')",3.9698012,9.917952,my uncles in atlanta wish you guys a great semester,My uncles in Atlanta. Wish you guys a great semester.
ham,0,8,"Text(19.421537, 7.7261815, 'aiyo her lesson so early i m still sleepin haha okie u go home liao den confirm w me lor')",19.421537,7.7261815,aiyo her lesson so early i m still sleepin haha okie u go home liao den confirm w me lor,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,0,9,"Text(8.729589, 8.042848, 'forgot to tell smth can like number the sections so that it s clearer')",8.729589,8.042848,forgot to tell smth can like number the sections so that it s clearer,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
